Region,Latitude,Longitude,RSL,RSLer_up_2sd,RSLer_low_2sd,Age,Age_up_er_2sd,Age_low_er_2sd,Limiting,Indicator,Region,CC
Connecticut,41.276,-72.652,-1.05,0.32,0.32,836,67,68,0,1,4,1
Connecticut,41.276,-72.652,-1.01,0.32,0.32,815,64,67,0,1,4,1
Connecticut,41.276,-72.652,-1.04,0.32,0.32,793,59,67,0,1,4,1
Connecticut,41.276,-72.652,-1.04,0.32,0.32,771,54,64,0,1,4,1
Connecticut,41.276,-72.652,-1.02,0.32,0.32,749,44,58,0,1,4,1
Connecticut,41.276,-72.652,-0.96,0.32,0.32,722,45,54,0,1,4,1
Connecticut,41.276,-72.652,-0.98,0.32,0.32,691,58,57,0,1,4,1
Connecticut,41.276,-72.652,-1.02,0.32,0.32,679,60,60,0,1,4,1
Connecticut,41.276,-72.652,-0.98,0.32,0.32,667,64,62,0,1,4,1
Connecticut,41.276,-72.652,-1.01,0.32,0.32,642,64,67,0,1,4,1
Connecticut,41.276,-72.652,-0.96,0.32,0.32,615,57,72,0,1,4,1
Connecticut,41.276,-72.652,-0.91,0.32,0.32,585,43,75,0,1,4,1
Connecticut,41.276,-72.652,-0.97,0.32,0.32,551,41,80,0,1,4,1
Connecticut,41.276,-72.652,-0.94,0.32,0.32,525,57,79,0,1,4,1
Connecticut,41.276,-72.652,-0.88,0.32,0.32,502,67,82,0,1,4,1
Connecticut,41.276,-72.652,-0.85,0.32,0.32,480,72,80,0,1,4,1
Connecticut,41.276,-72.652,-0.73,0.32,0.32,456,70,78,0,1,4,1
Connecticut,41.276,-72.652,-0.83,0.32,0.32,431,67,72,0,1,4,1
Connecticut,41.276,-72.652,-0.77,0.32,0.32,368,59,69,0,1,4,1
Connecticut,41.276,-72.652,-0.69,0.32,0.32,344,59,70,0,1,4,1
Connecticut,41.276,-72.652,-0.6,0.32,0.32,299,66,56,0,1,4,1
Connecticut,41.276,-72.652,-0.61,0.32,0.32,273,68,37,0,1,4,1
Connecticut,41.276,-72.652,-0.61,0.32,0.32,245,61,32,0,1,4,1
Connecticut,41.276,-72.652,-0.54,0.32,0.32,197,49,52,0,1,4,1
Connecticut,41.276,-72.652,-0.55,0.32,0.32,174,38,54,0,1,4,1
Connecticut,41.276,-72.652,-0.6,0.32,0.32,148,22,55,0,1,4,1
Connecticut,41.276,-72.652,-0.44,0.32,0.32,85,36,10,0,1,4,1
Connecticut,41.276,-72.652,-0.45,0.32,0.32,52,14,39,0,1,4,1
Connecticut,41.276,-72.652,-0.41,0.32,0.32,49,20,36,0,1,4,1
Connecticut,41.276,-72.652,-0.42,0.32,0.32,47,20,22,0,1,4,1
Connecticut,41.276,-72.652,-0.36,0.32,0.32,42,18,11,0,1,4,1
Connecticut,41.276,-72.652,-0.32,0.32,0.32,35,14,17,0,1,4,1
Connecticut,41.276,-72.652,-0.3,0.32,0.32,28,11,22,0,1,4,1
Connecticut,41.276,-72.652,-0.25,0.32,0.32,20,7,28,0,1,4,1
Connecticut,41.276,-72.652,-0.26,0.32,0.32,14,10,29,0,1,4,1
Connecticut,41.276,-72.652,-0.23,0.32,0.32,8,14,16,0,1,4,1
Connecticut,41.276,-72.652,-0.25,0.32,0.32,-1,13,13,0,1,4,1
Connecticut,41.276,-72.652,-0.19,0.32,0.32,-10,9,15,0,1,4,1
Connecticut,41.276,-72.652,-0.23,0.32,0.32,-15,6,12,0,1,4,1
Connecticut,41.276,-72.652,-0.27,0.32,0.32,-19,5,7,0,1,4,1
Connecticut,41.276,-72.652,-0.17,0.32,0.32,-22,4,8,0,1,4,1
Connecticut,41.276,-72.652,-0.24,0.32,0.32,-24,3,6,0,1,4,1
Connecticut,41.276,-72.652,-0.13,0.32,0.32,-26,3,4,0,1,4,1
Connecticut,41.276,-72.652,-0.1,0.32,0.32,-29,10,3,0,1,4,1
Connecticut,41.276,-72.652,-0.16,0.32,0.32,-31,23,2,0,1,4,1
Connecticut,41.269,-72.681,-0.73,0.52,0.52,593,71,71,0,1,4,1
Connecticut,41.269,-72.681,-0.35,0.52,0.52,141,141,141,0,1,4,1
Connecticut,41.269,-72.681,-1.11,0.63,0.63,409,102,102,0,1,4,1
Connecticut,41.269,-72.681,-1.44,0.66,0.66,1102,138,138,0,1,4,1
Connecticut,41.277,-72.641,-1.48,0.52,0.52,1620,201,201,0,1,4,1
Connecticut,41.277,-72.641,-0.63,0.52,0.52,627,95,95,0,1,4,1
Connecticut,41.277,-72.641,-0.35,0.52,0.52,214,214,214,0,1,4,1
Connecticut,41.277,-72.641,-2.03,0.63,0.63,1707,160,160,0,1,4,1
Connecticut,41.277,-72.641,-1.4,0.63,0.63,952,214,214,0,1,4,1
Connecticut,41.277,-72.641,-1.79,0.78,0.78,1133,155,155,0,1,4,1
Connecticut,41.265,-72.508,-1.26,0.26,0.26,1353,57,57,0,1,4,0
Connecticut,41.265,-72.508,-1.09,0.26,0.26,1275,96,96,0,1,4,0
Connecticut,41.265,-72.508,-0.41,0.26,0.26,575,73,73,0,1,4,0
Connecticut,41.265,-72.508,-0.67,0.26,0.26,572,75,75,0,1,4,0
Connecticut,41.265,-72.508,-0.56,0.26,0.26,438,96,96,0,1,4,0
Connecticut,41.265,-72.508,-0.53,0.26,0.26,415,95,95,0,1,4,0
Connecticut,41.265,-72.508,-0.27,0.26,0.26,398,90,90,0,1,4,0
Connecticut,41.265,-72.508,-0.07,0.26,0.26,152,152,152,0,1,4,0
Connecticut,41.265,-72.508,0.17,0.26,0.26,140,140,140,0,1,4,0
Connecticut,41.332,-71.864,-1.03,0.31,0.31,587,63,63,0,1,4,0
Connecticut,41.332,-71.864,-0.91,0.31,0.31,576,67,67,0,1,4,0
Connecticut,41.332,-71.864,-0.94,0.31,0.31,544,78,78,0,1,4,0
Connecticut,41.332,-71.864,-0.82,0.31,0.31,393,86,86,0,1,4,0
Connecticut,41.332,-71.864,-0.73,0.31,0.31,384,92,92,0,1,4,0
Connecticut,41.332,-71.864,-0.52,0.31,0.31,217,217,217,0,1,4,0
Connecticut,41.332,-71.864,-0.63,0.31,0.31,214,214,214,0,1,4,0
Connecticut,41.332,-71.864,-0.57,0.31,0.31,128,128,128,0,1,4,0
Connecticut,41.261,-72.849,-3.92,0.45,0.45,3301,80,80,0,1,4,0
Connecticut,41.25,-72.86,-3.08,0.45,0.45,2907,111,111,0,1,4,0
Connecticut,41.256,-72.839,-2.25,0.45,0.45,2148,153,153,0,1,4,0
Connecticut,41.251,-72.856,-1.57,0.45,0.45,1448,88,88,0,1,4,0
Connecticut,41.251,-72.856,-1.2,0.45,0.45,1066,105,105,0,1,4,0
Connecticut,41.265,-72.508,-1.39,0.45,0.45,1061,105,105,0,1,4,0
Connecticut,41.265,-72.508,-1.48,0.45,0.45,1000,63,63,0,1,4,0
Connecticut,41.265,-72.508,-1.23,0.45,0.45,559,57,57,0,1,4,0
Connecticut,41.265,-72.508,-1.03,0.45,0.45,412,93,93,0,1,4,0
Connecticut,41.265,-72.508,-1.04,0.45,0.45,402,96,96,0,1,4,0
Connecticut,41.265,-72.508,-0.51,0.45,0.45,148,148,148,0,1,4,0
Connecticut,41.266,-72.515,-1.86,0.51,0.51,1617,195,195,0,1,4,0
Connecticut,41.278,-72.65,-0.62,0.52,0.52,594,86,86,0,1,4,0
Connecticut,41.278,-72.65,-0.43,0.52,0.52,465,150,150,0,1,4,0
Connecticut,41.278,-72.65,-0.22,0.52,0.52,134,134,134,0,1,4,0
Connecticut,41.266,-72.515,-2.15,0.53,0.53,1720,103,103,0,1,4,0
Connecticut,41.278,-72.65,-1.61,0.63,0.63,985,190,190,0,1,4,0
Connecticut,41.278,-72.65,-0.8,0.63,0.63,148,148,148,0,1,4,0
Connecticut,41.278,-72.65,-0.77,0.63,0.63,141,141,141,0,1,4,0
Connecticut,41.266,-72.515,-1.57,0.76,0.76,1814,81,81,0,1,4,0
Connecticut,41.26,-72.35,-6.87,0.84,0.84,5446,463,463,0,1,4,0
Connecticut,41.26,-72.35,-6.57,0.84,0.84,5114,466,466,0,1,4,0
Connecticut,41.26,-72.35,-6.37,0.84,0.84,4247,609,609,0,1,4,0
Connecticut,41.2,-73,-5.27,0.97,0.97,3969,267,267,0,1,4,0
Connecticut,41.2,-73,-4.17,0.97,0.97,3781,308,308,0,1,4,0
Connecticut,41.2,-73,-3.2,0.97,0.97,3124,248,248,0,1,4,0
Connecticut,41.2,-73,-1.87,0.97,0.97,1441,422,422,0,1,4,0
Connecticut,41.265,-72.508,-0.42,0.16,0.16,1330,51,51,1,1,4,0
Connecticut,41.265,-72.508,-0.57,0.17,0.17,1176,100,100,1,1,4,0
Connecticut,41.265,-72.508,-0.26,0.17,0.17,1102,138,138,1,1,4,0
Connecticut,41.265,-72.508,-0.48,0.17,0.17,1000,63,63,1,1,4,0
Connecticut,41.265,-72.508,-0.26,0.17,0.17,925,127,127,1,1,4,0
Connecticut,41.265,-72.508,-0.08,0.17,0.17,567,60,60,1,1,4,0
Connecticut,41.265,-72.508,-0.14,0.17,0.17,567,60,60,1,1,4,0
Connecticut,41.265,-72.508,-0.14,0.17,0.17,484,150,150,1,1,4,0
Connecticut,41.265,-72.508,0,0.17,0.17,436,105,105,1,1,4,0
Connecticut,41.265,-72.508,0.14,0.17,0.17,429,111,111,1,1,4,0
Connecticut,41.265,-72.508,0.09,0.17,0.17,426,109,109,1,1,4,0
Connecticut,41.265,-72.508,0.01,0.17,0.17,410,95,95,1,1,4,0
Connecticut,41.265,-72.508,0.2,0.17,0.17,404,96,96,1,1,4,0
Connecticut,41.265,-72.508,0.3,0.17,0.17,231,231,231,1,1,4,0
Connecticut,41.265,-72.508,0.36,0.17,0.17,214,214,214,1,1,4,0
Connecticut,41.265,-72.508,0.22,0.17,0.17,213,213,213,1,1,4,0
Connecticut,41.265,-72.508,0.43,0.17,0.17,153,153,153,1,1,4,0
Connecticut,41.265,-72.508,-5.97,0.22,0.22,5450,131,131,1,1,4,0
Connecticut,41.265,-72.508,-4.93,0.22,0.22,4872,159,159,1,1,4,0
Connecticut,41.265,-72.508,-3.8,0.22,0.22,4365,204,204,1,1,4,0
Connecticut,41.265,-72.508,-7.35,0.23,0.23,6692,189,189,1,1,4,0
Connecticut,41.265,-72.508,-8.48,0.23,0.23,6321,115,115,1,1,4,0
Connecticut,41.265,-72.508,-7.28,0.23,0.23,6100,167,167,1,1,4,0
Connecticut,41.28,-72.48,-8.22,0.24,0.24,6062,122,122,1,1,4,0
Connecticut,41.266,-72.515,-0.4,0.3,0.3,1503,212,212,1,1,4,0
Connecticut,41.266,-72.515,0.2,0.3,0.3,811,113,113,1,1,4,0
Connecticut,41.266,-72.515,0.15,0.32,0.32,652,83,83,1,1,4,0
Connecticut,41.266,-72.515,0.58,0.32,0.32,135,135,135,1,1,4,0
Connecticut,41.37,-71.95,-3.6,0.4,0.4,2978,630,630,1,1,4,0
Connecticut,41.265,-72.508,-7.11,0.48,0.48,5475,413,413,1,1,4,0
Connecticut,41.27,-72.66,0.03,0.48,0.48,1116,160,160,1,1,4,0
Connecticut,41.25,-72.81,0.36,0.48,0.48,820,246,246,1,1,4,0
